delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delivery_date,expected_delivery_hours,actual_delivery_hours
15030.0,xpressbees,electronics,scooter,same day,east,clear,31.3,4.48,no,delivered,4,269.94,2025-02-19 14:17:00,0.9,0.5
15031.0,amazon logistics,electronics,ev van,same day,central,cold,117.8,44.2,no,delivered,5,821.6,2025-06-30 16:49:00,4.1,3.7
15032.0,fedex,documents,van,two day,central,rainy,55.6,9.02,no,delivered,3,305.06,2025-02-21 06:02:00,1.8,1.6
15033.0,delhivery,fragile items,scooter,standard,west,rainy,3.6,45.22,no,delivered,3,150.16,2025-06-05 18:40:00,0.5,0.4
15034.0,amazon logistics,furniture,ev van,express,east,hot,124.5,0.67,yes,delayed,3,673.46,2025-04-17 08:45:00,4.1,6.5
15035.0,fedex,furniture,bike,same day,east,rainy,32.2,48.21,no,delivered,3,405.63,2025-04-04 14:01:00,0.9,0.5
15036.0,xpressbees,groceries,ev van,two day,central,foggy,56.4,7.22,no,delivered,4,303.66,2025-04-04 15:46:00,2.0,1.9
15037.0,ecom express,documents,bike,two day,east,cold,93.0,8.47,no,delivered,5,490.41,2025-01-27 06:51:00,2.6,2.4
15038.0,dhl,cosmetics,truck,express,central,rainy,136.5,10.64,yes,delayed,2,764.42,2025-02-26 12:37:00,4.1,6.9
15039.0,shadowfax,electronics,truck,express,central,clear,73.0,40.15,yes,delayed,3,535.45,2025-03-30 19:50:00,2.1,5.4
15040.0,delhivery,pharmacy,ev van,standard,west,stormy,285.8,18.45,no,delivered,5,1484.35,2025-03-13 08:58:00,8.0,7.4
15041.0,amazon logistics,automobile parts,ev van,express,central,clear,275.9,22.48,yes,failed,1,1496.94,2025-05-09 16:27:00,7.7,10.6
15042.0,delhivery,fragile items,ev van,two day,west,stormy,75.3,17.46,no,delivered,5,428.88,2025-03-29 08:25:00,2.2,2.0
15043.0,fedex,groceries,ev van,standard,east,rainy,135.2,19.19,no,delivered,5,733.57,2025-04-09 07:38:00,4.8,4.2
15044.0,dhl,fragile items,ev van,two day,south,rainy,182.6,20.36,no,delivered,4,974.08,2025-04-22 17:03:00,5.6,5.2
15045.0,delhivery,documents,truck,express,north,foggy,56.7,38.35,yes,failed,2,448.55,2025-02-10 12:52:00,2.6,4.3
15046.0,fedex,documents,ev van,standard,north,clear,188.9,28.44,no,delivered,3,1029.82,2025-02-13 19:57:00,5.3,5.2
15047.0,ecom express,groceries,ev bike,same day,central,cold,126.7,39.45,no,delivered,3,851.85,2025-01-18 11:15:00,3.8,3.8
15048.0,blue dart,electronics,van,express,central,stormy,10.3,28.67,yes,failed,1,187.51,2025-03-30 18:22:00,0.5,1.1
15049.0,ekart,documents,ev van,same day,east,foggy,77.8,2.91,no,delivered,5,497.73,2025-04-30 07:34:00,2.6,2.3
15050.0,blue dart,fragile items,bike,two day,south,stormy,55.8,43.3,no,delivered,4,408.9,2025-03-05 18:46:00,2.2,2.2
15051.0,blue dart,cosmetics,bike,standard,north,rainy,247.0,10.74,no,delivered,3,1267.22,2025-02-08 14:20:00,7.3,7.1
15052.0,ekart,documents,bike,same day,south,foggy,149.8,13.34,no,delivered,5,889.02,2025-03-21 12:49:00,4.2,4.1
15053.0,shadowfax,documents,truck,express,south,clear,54.8,20.79,yes,delayed,2,386.37,2025-02-22 06:11:00,1.7,2.5
15054.0,amazon logistics,groceries,bike,express,central,cold,171.1,40.82,yes,delayed,2,1027.96,2025-05-30 10:03:00,5.2,6.1
15055.0,xpressbees,clothing,scooter,express,west,hot,131.4,14.64,yes,failed,1,750.92,2025-03-14 18:52:00,3.9,6.8
15056.0,xpressbees,clothing,scooter,standard,north,rainy,128.8,1.8,no,delivered,5,649.4,2025-06-21 15:49:00,3.6,3.4
15057.0,xpressbees,automobile parts,scooter,same day,north,stormy,61.2,41.22,no,delivered,4,529.66,2025-05-20 06:25:00,2.0,1.9
15058.0,dhl,cosmetics,bike,express,west,stormy,192.1,27.03,yes,failed,1,1091.59,2025-04-06 12:49:00,5.6,8.2
15059.0,ecom express,cosmetics,scooter,two day,north,clear,246.3,8.6,no,delivered,5,1257.3,2025-06-27 13:05:00,6.8,6.2
15060.0,blue dart,documents,scooter,express,west,stormy,146.0,42.29,yes,delayed,2,906.87,2025-03-07 08:28:00,4.5,7.6
15061.0,xpressbees,fragile items,ev bike,same day,east,stormy,45.5,44.17,no,delivered,5,460.01,2025-02-12 07:10:00,1.7,1.4
15062.0,delhivery,clothing,truck,same day,north,hot,79.2,24.01,no,delivered,4,568.03,2025-03-31 07:01:00,2.8,2.7
15063.0,xpressbees,automobile parts,scooter,standard,west,rainy,94.9,42.46,no,delivered,4,601.88,2025-02-20 15:37:00,3.5,3.0
15064.0,delhivery,furniture,bike,express,north,cold,265.1,18.97,no,delivered,4,1432.41,2025-03-12 15:11:00,8.5,8.1
15065.0,blue dart,documents,truck,same day,south,hot,187.5,44.43,no,delivered,5,1170.79,2025-05-11 06:08:00,5.2,5.2
15066.0,dhl,cosmetics,scooter,same day,south,rainy,278.1,15.98,yes,failed,2,1538.44,2025-06-16 12:33:00,8.3,9.6
15067.0,xpressbees,groceries,ev bike,standard,central,stormy,97.3,47.76,no,delivered,3,629.78,2025-03-13 15:44:00,2.5,2.4
15068.0,delhivery,documents,scooter,standard,south,cold,262.0,37.3,no,delivered,3,1421.9,2025-05-22 09:37:00,7.8,7.4
15069.0,ekart,cosmetics,ev van,two day,south,clear,237.7,39.6,no,delivered,4,1307.3,2025-05-22 11:22:00,7.2,7.1
15070.0,dhl,cosmetics,bike,two day,north,clear,284.7,48.35,no,delivered,3,1568.55,2025-04-24 14:15:00,8.0,7.6
15071.0,xpressbees,pharmacy,ev van,express,central,hot,73.3,36.05,no,delivered,4,524.65,2025-06-23 13:33:00,2.9,2.6
15072.0,ecom express,furniture,ev bike,standard,central,clear,284.2,9.35,no,delivered,3,1449.05,2025-02-07 15:55:00,8.0,7.5
15073.0,shadowfax,documents,ev bike,express,central,foggy,198.2,44.19,no,delivered,5,1173.57,2025-05-12 13:38:00,5.6,5.5
15074.0,fedex,groceries,ev van,same day,central,cold,220.6,28.83,no,delivered,4,1289.49,2025-02-12 06:38:00,6.7,6.5
15075.0,dhl,fragile items,van,same day,east,hot,56.6,44.17,no,delivered,4,515.51,2025-02-02 07:46:00,1.9,1.6
15076.0,amazon logistics,groceries,ev bike,two day,north,rainy,65.6,13.18,no,delivered,4,367.54,2025-03-20 17:51:00,2.2,1.6
15077.0,delhivery,automobile parts,truck,same day,east,stormy,297.1,9.06,yes,failed,2,1618.68,2025-01-23 16:20:00,8.0,8.5
15078.0,blue dart,clothing,ev bike,two day,east,hot,235.4,1.04,no,delivered,5,1180.12,2025-05-08 06:28:00,7.1,7.1
15079.0,blue dart,clothing,truck,standard,west,foggy,266.8,28.05,no,delivered,4,1418.15,2025-04-24 12:33:00,7.9,7.5
15080.0,ekart,documents,ev van,standard,east,hot,79.4,4.29,no,delivered,4,409.87,2025-01-03 06:36:00,2.3,2.1
15081.0,fedex,electronics,scooter,express,north,cold,149.0,30.78,no,delivered,5,887.34,2025-03-17 14:21:00,4.0,3.7
15082.0,ecom express,fragile items,ev bike,two day,south,hot,159.3,21.58,no,delivered,4,861.24,2025-01-01 15:08:00,4.7,4.6
15083.0,shadowfax,groceries,bike,two day,east,hot,80.7,47.93,no,delivered,5,547.29,2025-05-23 06:55:00,2.7,2.5
15084.0,dhl,electronics,bike,standard,central,rainy,44.2,9.02,no,delivered,5,248.06,2025-02-15 18:00:00,1.8,1.7
15085.0,blue dart,pharmacy,ev bike,standard,west,cold,56.6,22.6,no,delivered,5,350.8,2025-03-23 11:09:00,1.7,1.2
15086.0,shadowfax,automobile parts,scooter,standard,north,foggy,96.3,48.31,no,delivered,5,626.43,2025-03-28 09:26:00,3.3,2.7
15087.0,ekart,automobile parts,bike,two day,east,stormy,127.2,41.9,no,delivered,4,761.7,2025-03-09 08:47:00,3.4,3.4
15088.0,ecom express,electronics,truck,two day,central,hot,6.6,13.9,no,delivered,3,95.6674,2025-04-05 17:48:00,0.6,0.4
15089.0,fedex,fragile items,truck,two day,south,rainy,143.6,47.15,no,delivered,5,859.45,2025-02-17 10:57:00,4.3,3.9
15090.0,fedex,groceries,truck,standard,south,clear,159.1,40.97,no,delivered,3,918.41,2025-02-26 07:32:00,4.3,4.1
15091.0,ecom express,fragile items,van,same day,north,clear,143.1,2.7,no,delivered,5,823.6,2025-06-24 09:38:00,4.6,4.0
15092.0,ekart,pharmacy,ev bike,express,east,stormy,178.2,5.76,yes,delayed,2,958.28,2025-03-03 11:27:00,5.3,7.2
15093.0,fedex,cosmetics,bike,two day,south,stormy,27.8,39.6,no,delivered,4,257.8,2025-01-26 11:16:00,1.2,1.0
15094.0,fedex,fragile items,bike,two day,central,clear,264.6,43.81,no,delivered,4,1454.43,2025-05-29 09:50:00,7.7,7.6
15095.0,ekart,automobile parts,van,two day,south,stormy,70.9,45.04,no,delivered,4,489.62,2025-01-04 11:16:00,2.2,1.7
15096.0,delhivery,clothing,ev van,standard,west,clear,131.8,34.23,no,delivered,5,761.69,2025-03-23 16:57:00,3.8,3.8
15097.0,ekart,cosmetics,ev bike,express,west,stormy,257.1,29.64,yes,delayed,3,1424.42,2025-05-12 13:30:00,7.5,10.1
15098.0,blue dart,clothing,truck,two day,west,foggy,215.0,30.73,no,delivered,4,1167.19,2025-06-29 19:45:00,6.5,6.0
15099.0,xpressbees,automobile parts,ev van,same day,south,cold,216.9,18.64,yes,delayed,2,1240.42,2025-01-30 09:16:00,6.4,7.2
15100.0,delhivery,pharmacy,ev van,same day,north,rainy,240.4,48.96,no,delivered,3,1448.88,2025-02-11 19:09:00,6.7,6.6
15101.0,ekart,clothing,bike,standard,north,hot,290.1,36.32,no,delivered,4,1559.46,2025-06-04 17:31:00,8.6,8.4
15102.0,amazon logistics,documents,truck,express,east,hot,13.3,12.65,no,delivered,3,154.45,2025-02-25 09:40:00,0.7,0.4
15103.0,shadowfax,automobile parts,ev van,two day,south,cold,297.1,41.72,no,delivered,4,1621.16,2025-05-02 13:34:00,8.3,7.8
15104.0,xpressbees,pharmacy,scooter,express,south,foggy,280.5,13.94,yes,delayed,2,1494.32,2025-05-30 16:45:00,8.0,10.3
15105.0,xpressbees,documents,bike,two day,north,stormy,43.4,47.06,no,delivered,4,358.18,2025-02-20 06:27:00,1.1,1.0
15106.0,ekart,fragile items,van,express,east,hot,89.1,32.79,no,delivered,3,593.87,2025-03-03 10:31:00,2.8,2.6
15107.0,shadowfax,cosmetics,ev van,two day,east,stormy,198.0,16.67,no,delivered,5,1040.01,2025-06-17 17:40:00,6.0,5.5
15108.0,blue dart,electronics,scooter,two day,south,stormy,264.3,24.16,no,delivered,3,1393.98,2025-05-10 11:32:00,7.9,7.9
15109.0,shadowfax,documents,truck,same day,west,foggy,163.1,21.54,no,delivered,4,980.12,2025-03-20 17:59:00,4.4,4.2
15110.0,xpressbees,fragile items,scooter,two day,west,cold,154.4,39.43,no,delivered,4,890.29,2025-03-20 16:03:00,4.6,4.6
15111.0,amazon logistics,groceries,ev bike,standard,south,cold,36.8,20.39,no,delivered,5,245.17,2025-03-14 18:41:00,0.9,0.9
15112.0,ecom express,electronics,ev van,express,east,rainy,217.4,39.06,yes,delayed,2,1254.18,2025-04-06 08:48:00,6.0,6.7
15113.0,delhivery,pharmacy,bike,standard,west,clear,150.3,26.21,no,delivered,4,830.13,2025-06-25 11:48:00,4.5,4.1
15114.0,ekart,automobile parts,van,same day,north,hot,32.2,46.65,no,delivered,5,400.95,2025-04-17 11:19:00,1.0,0.4
15115.0,fedex,pharmacy,truck,express,south,rainy,273.8,32.95,yes,delayed,2,1517.85,2025-04-02 11:37:00,8.5,11.8
15116.0,ekart,automobile parts,scooter,same day,west,rainy,72.0,20.13,no,delivered,3,520.39,2025-01-27 12:44:00,2.8,2.4
15117.0,shadowfax,clothing,truck,two day,west,cold,160.3,23.26,no,delivered,5,871.28,2025-06-02 09:36:00,5.0,4.8
15118.0,amazon logistics,cosmetics,van,same day,south,cold,250.4,34.23,no,delivered,5,1454.69,2025-02-24 17:21:00,7.2,6.8
15119.0,ekart,pharmacy,bike,same day,west,clear,202.8,40.56,no,delivered,4,1235.68,2025-05-02 12:16:00,5.5,5.2
15120.0,ecom express,automobile parts,truck,standard,east,cold,71.1,15.16,no,delivered,4,400.98,2025-04-15 14:40:00,2.0,1.6
15121.0,amazon logistics,furniture,bike,same day,east,cold,297.1,9.56,no,delivered,5,1628.18,2025-05-24 15:51:00,8.9,8.9
15122.0,ecom express,fragile items,scooter,express,central,hot,28.8,13.41,no,delivered,5,234.23,2025-03-18 13:28:00,0.9,0.5
15123.0,delhivery,clothing,bike,two day,south,rainy,241.8,20.67,no,delivered,3,1271.01,2025-04-15 07:51:00,6.7,6.6
15124.0,ekart,electronics,bike,express,south,rainy,139.8,5.28,yes,delayed,3,764.84,2025-04-05 13:52:00,4.6,6.7
15125.0,blue dart,cosmetics,van,same day,east,stormy,22.6,49.52,no,delivered,4,361.56,2025-03-26 12:33:00,0.6,0.6
15126.0,blue dart,electronics,ev van,same day,west,clear,73.5,17.12,no,delivered,4,518.86,2025-06-19 09:09:00,2.1,1.6
15127.0,delhivery,fragile items,scooter,express,west,hot,25.9,49.38,no,delivered,3,327.64,2025-01-20 16:00:00,1.3,1.0
15128.0,dhl,electronics,scooter,standard,central,cold,62.9,37.78,no,delivered,4,427.84,2025-05-09 18:40:00,2.1,1.8
15129.0,delhivery,cosmetics,ev bike,express,north,cold,265.5,6.95,yes,delayed,2,1398.35,2025-01-31 15:26:00,7.9,10.4
15130.0,ekart,furniture,ev van,same day,west,stormy,88.4,10.74,no,delivered,4,574.22,2025-01-05 08:44:00,2.8,2.6
15131.0,ecom express,pharmacy,scooter,two day,north,cold,183.6,23.51,no,delivered,5,988.53,2025-04-12 12:46:00,5.1,4.8
15132.0,amazon logistics,pharmacy,bike,two day,central,foggy,60.7,35.41,no,delivered,4,409.73,2025-04-05 19:03:00,2.1,1.9
15133.0,ecom express,groceries,ev bike,express,north,foggy,74.2,30.7,yes,delayed,3,513.1,2025-02-21 08:24:00,2.6,5.2
15134.0,delhivery,furniture,truck,standard,north,foggy,106.5,30.28,no,delivered,5,623.34,2025-06-14 11:18:00,3.3,2.9
15135.0,shadowfax,furniture,ev van,standard,central,rainy,284.4,35.44,no,delivered,4,1528.32,2025-01-16 11:13:00,8.3,7.8
15136.0,shadowfax,cosmetics,truck,same day,south,clear,64.2,18.52,no,delivered,4,476.56,2025-02-04 07:37:00,2.4,2.1
15137.0,blue dart,cosmetics,ev van,express,south,foggy,197.5,31.12,yes,delayed,2,1130.86,2025-05-09 16:03:00,6.1,8.2
15138.0,ecom express,furniture,bike,standard,west,stormy,112.3,46.74,no,delivered,3,701.72,2025-06-16 13:33:00,3.2,2.6
15139.0,dhl,groceries,bike,standard,north,hot,43.6,0.67,no,delivered,4,219.86,2025-06-08 09:30:00,1.7,1.2
15140.0,ecom express,electronics,truck,same day,east,stormy,166.8,35.38,yes,delayed,3,1040.14,2025-01-13 12:15:00,4.9,7.3
15141.0,blue dart,fragile items,ev bike,express,south,cold,112.5,15.56,yes,delayed,2,659.18,2025-02-03 14:07:00,3.5,4.2
15142.0,shadowfax,documents,van,standard,south,cold,262.0,44.62,no,delivered,5,1443.86,2025-06-26 09:04:00,8.2,7.7
15143.0,blue dart,groceries,van,express,north,clear,277.8,44.99,yes,delayed,2,1573.97,2025-03-22 11:39:00,7.7,8.6
15144.0,ecom express,automobile parts,van,two day,south,hot,171.5,0.81,no,delivered,4,859.93,2025-05-01 14:34:00,4.5,4.4
15145.0,shadowfax,fragile items,bike,two day,east,stormy,88.8,48.67,no,delivered,4,590.01,2025-05-21 15:08:00,2.5,2.3
15146.0,delhivery,groceries,ev van,express,west,cold,160.0,0.67,yes,failed,2,851.89,2025-03-25 15:16:00,4.7,6.1
15147.0,blue dart,furniture,ev van,two day,north,cold,265.6,23.44,no,delivered,3,1398.32,2025-06-06 12:19:00,7.6,7.2
15148.0,dhl,documents,ev van,two day,west,clear,202.8,8.21,no,delivered,4,1038.63,2025-03-11 14:42:00,6.2,5.7
15149.0,delhivery,pharmacy,truck,express,north,rainy,26.9,28.76,yes,delayed,2,270.78,2025-02-16 08:05:00,1.1,4.5
15150.0,delhivery,clothing,scooter,standard,west,hot,20.3,23.46,no,delivered,4,171.88,2025-03-31 18:57:00,0.8,0.4
15151.0,ecom express,automobile parts,van,standard,south,rainy,47.2,19.21,no,delivered,5,293.63,2025-04-12 13:30:00,1.6,1.3
15152.0,ecom express,automobile parts,ev bike,two day,central,hot,170.3,45.14,no,delivered,5,986.92,2025-02-12 11:56:00,5.1,5.1
15153.0,fedex,documents,scooter,standard,west,stormy,51.2,24.15,no,delivered,4,328.45,2025-04-22 09:05:00,2.1,1.8
15154.0,ecom express,documents,bike,express,east,stormy,77.0,8.78,yes,delayed,2,461.34,2025-05-16 18:06:00,2.1,4.0
15155.0,shadowfax,furniture,ev van,two day,north,cold,158.9,33.11,no,delivered,4,893.83,2025-03-09 17:15:00,4.8,4.7
15156.0,delhivery,pharmacy,bike,standard,central,stormy,170.3,24.25,no,delivered,4,924.25,2025-02-02 11:23:00,5.4,4.9
15157.0,xpressbees,pharmacy,truck,express,central,stormy,247.6,10.84,yes,delayed,3,1320.52,2025-03-29 19:58:00,7.2,9.6
15158.0,delhivery,electronics,bike,two day,north,clear,131.6,11.21,no,delivered,5,691.63,2025-04-15 07:15:00,4.0,4.0
15159.0,amazon logistics,cosmetics,bike,two day,east,cold,233.6,39.45,no,delivered,3,1286.35,2025-02-02 06:22:00,7.1,6.7
15160.0,dhl,electronics,truck,express,central,rainy,24.8,46.6,yes,delayed,2,313.8,2025-01-02 14:16:00,0.5,3.4
15161.0,blue dart,groceries,scooter,standard,west,rainy,163.1,26.17,no,delivered,4,894.01,2025-05-12 13:57:00,5.1,4.7
15162.0,ekart,cosmetics,ev bike,same day,central,stormy,129.4,34.14,yes,failed,2,849.42,2025-03-29 08:55:00,4.0,5.8
15163.0,xpressbees,fragile items,ev bike,express,central,clear,277.5,6.45,yes,delayed,3,1456.85,2025-02-25 16:46:00,8.3,8.8
15164.0,amazon logistics,pharmacy,truck,same day,central,foggy,216.4,22.66,yes,failed,1,1249.98,2025-06-17 14:30:00,6.6,8.0
15165.0,shadowfax,clothing,scooter,same day,south,stormy,207.8,23.0,yes,delayed,2,1208.0,2025-03-11 12:46:00,5.7,6.5
15166.0,blue dart,cosmetics,ev van,express,central,cold,271.5,7.84,yes,delayed,2,1431.02,2025-04-13 06:22:00,7.6,10.7
15167.0,ecom express,electronics,van,express,north,rainy,75.1,1.56,yes,delayed,3,430.18,2025-06-15 08:28:00,1.7,2.2
15168.0,amazon logistics,documents,ev bike,standard,central,hot,227.6,33.71,no,delivered,5,1239.13,2025-06-01 10:40:00,6.3,6.0
15169.0,dhl,clothing,scooter,same day,east,hot,260.0,18.59,no,delivered,4,1455.77,2025-05-23 10:53:00,7.3,7.1
15170.0,fedex,automobile parts,bike,two day,north,stormy,297.1,19.17,yes,delayed,2,1546.51,2025-03-22 10:13:00,8.7,10.6
15171.0,ecom express,groceries,ev bike,two day,west,cold,129.3,47.66,no,delivered,5,789.48,2025-02-18 13:13:00,4.3,3.9
15172.0,dhl,pharmacy,scooter,same day,central,stormy,200.1,8.73,no,delivered,4,1126.69,2025-03-06 15:52:00,5.8,5.4
15173.0,delhivery,fragile items,truck,same day,central,rainy,57.3,40.05,no,delivered,4,506.65,2025-05-03 13:41:00,1.8,1.3
15174.0,blue dart,automobile parts,truck,two day,north,stormy,168.1,44.95,no,delivered,4,975.35,2025-03-16 09:44:00,5.0,4.4
15175.0,shadowfax,automobile parts,bike,standard,central,stormy,134.2,37.04,no,delivered,4,782.12,2025-01-25 18:25:00,4.2,3.8
15176.0,ecom express,clothing,scooter,two day,central,stormy,42.2,17.2,no,delivered,5,262.6,2025-05-28 07:29:00,1.2,1.1
15177.0,xpressbees,groceries,scooter,standard,central,clear,275.4,18.5,no,delivered,4,1432.5,2025-03-18 10:30:00,8.0,7.7
15178.0,shadowfax,groceries,bike,two day,east,hot,270.7,7.05,no,delivered,5,1374.65,2025-04-30 19:49:00,8.2,7.7
15179.0,ekart,fragile items,ev van,standard,central,cold,287.6,2.48,no,delivered,5,1445.44,2025-02-11 19:29:00,8.8,8.6
15180.0,dhl,groceries,bike,same day,south,foggy,54.9,14.17,no,delivered,5,417.01,2025-03-24 06:40:00,2.1,1.8
15181.0,delhivery,documents,ev bike,standard,east,stormy,6.7,16.52,no,delivered,4,95.6674,2025-06-10 10:52:00,0.7,0.4
15182.0,dhl,cosmetics,van,standard,south,clear,223.1,9.19,no,delivered,3,1143.07,2025-01-16 19:15:00,6.9,6.4
15183.0,shadowfax,furniture,scooter,same day,south,rainy,82.0,39.49,yes,failed,2,628.47,2025-03-29 06:53:00,2.5,5.7
15184.0,ecom express,cosmetics,truck,two day,south,cold,189.0,27.78,no,delivered,5,1028.34,2025-04-03 19:22:00,5.4,5.2
15185.0,ecom express,groceries,ev van,standard,west,cold,160.6,8.07,no,delivered,5,827.21,2025-01-11 15:09:00,4.9,4.5
15186.0,amazon logistics,furniture,truck,two day,west,clear,173.9,2.97,no,delivered,5,878.41,2025-04-22 06:10:00,5.3,5.0
15187.0,delhivery,electronics,bike,two day,central,stormy,149.3,48.86,no,delivered,3,893.08,2025-04-26 15:09:00,4.4,4.3
15188.0,amazon logistics,electronics,ev bike,same day,west,clear,4.1,31.22,no,delivered,5,214.16,2025-02-03 18:00:00,0.5,0.4
15189.0,blue dart,electronics,ev bike,express,north,hot,80.9,0.67,no,delivered,5,456.18,2025-02-11 19:32:00,2.9,2.5
15190.0,shadowfax,clothing,ev van,two day,east,cold,276.7,13.57,no,delivered,4,1424.21,2025-01-05 18:20:00,8.1,7.8
15191.0,ecom express,groceries,scooter,same day,west,stormy,127.4,33.06,yes,delayed,3,836.18,2025-05-10 14:22:00,3.7,6.8
15192.0,amazon logistics,electronics,ev van,standard,east,foggy,95.7,43.33,no,delivered,3,608.49,2025-03-09 13:22:00,2.9,2.7
15193.0,shadowfax,clothing,van,two day,north,rainy,8.1,45.4,no,delivered,3,176.7,2025-02-01 16:40:00,0.5,0.4
15194.0,ekart,fragile items,van,express,south,hot,112.0,31.92,yes,delayed,3,705.76,2025-04-19 16:31:00,3.2,4.3
15195.0,fedex,fragile items,truck,express,east,cold,67.4,2.33,no,delivered,5,393.99,2025-06-18 18:58:00,2.2,1.9
15196.0,xpressbees,documents,truck,standard,south,foggy,156.7,4.73,no,delivered,5,797.69,2025-01-20 07:28:00,3.9,3.8
15197.0,fedex,automobile parts,scooter,express,west,hot,208.1,8.58,yes,delayed,2,1116.24,2025-05-06 09:06:00,5.8,8.4
15198.0,dhl,clothing,scooter,same day,west,foggy,19.3,16.46,no,delivered,5,245.88,2025-01-07 13:58:00,0.6,0.5
15199.0,dhl,electronics,truck,two day,south,rainy,213.9,43.05,no,delivered,5,1198.65,2025-03-26 16:03:00,6.5,6.4
15200.0,shadowfax,groceries,ev van,express,west,hot,7.8,44.44,no,delivered,4,222.32,2025-02-09 15:24:00,0.5,0.4
15201.0,delhivery,documents,scooter,same day,east,stormy,205.4,18.04,yes,delayed,3,1181.12,2025-01-05 09:47:00,6.3,7.6
15202.0,ecom express,electronics,truck,standard,north,stormy,47.2,15.58,no,delivered,4,282.74,2025-05-04 17:21:00,1.9,1.6
15203.0,delhivery,fragile items,scooter,standard,central,hot,105.1,23.99,no,delivered,3,597.47,2025-06-18 18:22:00,3.2,2.8
15204.0,ecom express,automobile parts,scooter,same day,west,cold,37.7,14.44,no,delivered,4,331.82,2025-02-07 19:20:00,1.0,0.5
15205.0,delhivery,documents,ev bike,standard,central,rainy,166.8,46.8,no,delivered,4,974.4,2025-03-31 19:16:00,4.9,4.8
15206.0,fedex,documents,ev bike,express,central,hot,237.7,20.86,yes,delayed,3,1301.08,2025-06-10 08:17:00,7.3,8.1
15207.0,dhl,cosmetics,van,standard,south,foggy,168.5,44.08,no,delivered,5,974.74,2025-03-12 12:14:00,4.7,4.7
15208.0,shadowfax,automobile parts,van,express,central,stormy,271.1,1.29,yes,delayed,2,1409.37,2025-06-09 15:40:00,8.1,10.0
15209.0,dhl,documents,van,express,central,rainy,10.6,12.87,yes,delayed,3,141.61,2025-05-13 14:38:00,0.5,1.8
15210.0,ecom express,cosmetics,ev van,express,north,hot,107.8,31.09,yes,failed,2,682.27,2025-04-30 16:55:00,3.5,5.4
15211.0,delhivery,electronics,ev van,express,west,clear,114.5,40.12,yes,delayed,2,742.86,2025-02-05 13:11:00,3.6,4.9
15212.0,ecom express,pharmacy,bike,standard,central,stormy,96.4,17.89,no,delivered,4,535.67,2025-02-02 19:28:00,2.8,2.6
15213.0,xpressbees,automobile parts,ev bike,two day,north,foggy,126.9,19.18,no,delivered,5,692.04,2025-05-08 16:01:00,3.8,3.7
15214.0,amazon logistics,furniture,van,express,north,rainy,171.9,36.57,yes,delayed,3,1019.21,2025-03-31 08:18:00,5.2,8.1
15215.0,blue dart,pharmacy,truck,two day,south,foggy,59.0,9.79,no,delivered,4,324.37,2025-02-04 15:07:00,2.1,2.0
15216.0,delhivery,cosmetics,ev van,standard,north,clear,61.0,2.3,no,delivered,4,311.9,2025-03-23 10:57:00,1.9,1.7
15217.0,dhl,pharmacy,van,standard,north,rainy,43.4,7.24,no,delivered,5,238.72,2025-05-23 10:17:00,1.7,1.7
15218.0,ekart,cosmetics,van,express,south,foggy,89.9,36.56,yes,failed,1,609.18,2025-05-10 14:33:00,3.3,5.3
15219.0,amazon logistics,fragile items,truck,standard,south,clear,193.9,35.91,no,delivered,5,1077.23,2025-01-14 07:38:00,6.0,5.9
15220.0,ecom express,electronics,scooter,express,east,stormy,154.9,7.01,yes,failed,1,845.53,2025-03-27 17:01:00,4.6,6.2
15221.0,dhl,fragile items,scooter,two day,central,stormy,86.9,8.52,no,delivered,4,460.06,2025-02-03 17:58:00,2.7,2.1
15222.0,xpressbees,automobile parts,truck,two day,central,cold,288.0,44.48,no,delivered,5,1573.44,2025-05-13 06:03:00,8.0,7.9
15223.0,delhivery,automobile parts,scooter,express,north,cold,190.4,38.25,no,delivered,5,1116.75,2025-06-08 12:29:00,5.6,5.6
15224.0,xpressbees,groceries,truck,standard,central,hot,81.6,21.98,no,delivered,3,473.94,2025-06-24 09:17:00,2.7,2.4
15225.0,delhivery,pharmacy,scooter,express,west,stormy,14.8,27.3,yes,delayed,3,205.9,2025-05-05 18:21:00,0.9,2.9
15226.0,xpressbees,groceries,bike,express,south,stormy,71.4,45.59,yes,delayed,2,543.77,2025-01-28 06:00:00,1.9,4.9
15227.0,dhl,fragile items,bike,standard,east,clear,146.9,12.26,no,delivered,5,771.28,2025-03-09 13:29:00,4.5,4.4
15228.0,dhl,groceries,scooter,two day,east,rainy,62.6,13.3,no,delivered,4,352.9,2025-02-13 15:52:00,2.3,1.7
15229.0,ekart,documents,bike,same day,central,hot,97.7,32.24,no,delivered,4,685.22,2025-02-12 15:32:00,2.7,2.3
15230.0,dhl,cosmetics,scooter,express,north,hot,296.5,19.93,yes,delayed,3,1592.29,2025-05-05 06:40:00,8.7,9.8
15231.0,amazon logistics,electronics,van,express,east,clear,280.8,16.33,yes,delayed,2,1502.99,2025-05-16 15:50:00,8.1,8.9
15232.0,amazon logistics,groceries,scooter,express,central,stormy,153.4,38.14,yes,failed,1,931.42,2025-05-16 19:40:00,4.2,4.7
15233.0,dhl,clothing,truck,express,west,rainy,251.5,0.67,yes,failed,1,1308.91,2025-03-22 17:41:00,7.3,9.6
